Cohort Name,Index,CIVM_ID,Animal_ID,Cage_Assignment,Cage Number,Sex,Genotype,Marking,DOB,Age(Years),Age (days),Age Months,Handling Date,Age_at_Handling,Group_Assignment,Glucose_week0,Glucose_week6,Glucose_week12,Glucose_week20,Glucose_Week_28,Glucose_Week30,Weight_week0,Weight_week1,Weight_week2,Weight_week3,Weight_week4,Weight_week5,Weight_week6,Weight_week7,Weight_week8,Weight_week9,Weight_week10,Weight_week11,Weight_week12,Weight_week13,Weight_week14,Weight_week15,Weight_week16,Weight_week17,Weight_week18,Weight_week19,Weight_week20,Weight_week21,Weight_week22,Weight_week23,Weight_week24,Weight_week25,Weight_week26,Weight_week27,Weight_week28,Weight_week29
March_Mixed_Cohort HFD+HFCTRL,24,211001-16:0,210614_23,Cage6,1336218,M,E3HN,R,6/20/20,1.652777778,605,20.16666667,6/14/21,11.97,Control ,172,,,,153,,31,31,31,32,32,32,33,33,33,33,33,33,34,34,34, , , ,,,36,33,33,33,33,34,34,34,34,
March_Mixed_Cohort HFD+HFCTRL,25,211001-17:0,210614_24,Cage6,1336218,M,E3HN,LR,6/20/20,1.652777778,605,20.16666667,6/14/21,11.97,Control ,184,,,,154,,33,33,33,33,32,33,33,34,33,33,34,34,35,35,35, , , ,,,37,34,35,34,34,35,35,35,35,
March_Mixed_Cohort HFD+HFCTRL,26,211001-18:0,210614_25,Cage6,1336218,M,E3HN,LL,6/20/20,1.652777778,605,20.16666667,6/14/21,11.97,Control ,162,,,,160,,32,32,34,34,33,34,34,34,34,34,34,34,35,34,34, , , ,,,35,33,34,33,33,33,32,33,33,
March_Mixed_Cohort HFD+HFCTRL,27,211001-19:0,210614_26,Cage6,1336218,M,E3HN,RR,6/20/20,1.652777778,605,20.16666667,6/14/21,11.97,Control ,202,,,,175,,34,34,34,33,33,32,33,32,31,30,32,33,35,35,37, , , ,,,37,35,36,36,35,36,36,37,36,
March_Mixed_Cohort HFD+HFCTRL,28,211001-31:0,210614_27,Cage7,1324363,M,E3HN,L,6/28/20,1.630555556,597,19.9,6/14/21,11.7,Control ,165,,,,162,,30,30,30,31,31,30,30,31,31,31,31,31,30,30,31, , , ,,,32,31,31,31,32,31,29,31,31,
March_Mixed_Cohort HFD+HFCTRL,29,211001-32:0,210614_28,Cage7,1324363,M,E3HN,R,6/28/20,1.630555556,597,19.9,6/14/21,11.7,Control ,159,,,,137,,29,29,29,30,30,30,30,29,29,31,31,31,31,31,31, , , ,,,33,32,32,32,33,32,33,33,33,
March_Mixed_Cohort HFD+HFCTRL,30,211001-33:0,210614_29,Cage7,1324363,M,E3HN,LR,6/28/20,1.630555556,597,19.9,6/14/21,11.7,Control ,143,,,,148,,30,30,30,31,31,31,31,31,30,31,31,31,31,31,31, , , ,,,32,31,32,31,32,32,31,32,31,
March_Mixed_Cohort HFD+HFCTRL,31,211001-34:0,210614_30,Cage7,1324363,M,E3HN,LL,6/28/20,1.630555556,597,19.9,6/14/21,11.7,Control ,182,,,,142,,36,35,35,34,33,33,33,33,32,32,32,31,31,30,30, , , ,,,31,29,29,28,29,29,29,29,29,
 , , , , , , , , , ,,,, , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
August_Mixed_Cohort HFD+CTRL,1,,210809_1,Cage-1,1343448,F,E3HN,R,8/20/20,1.486111111,544,18.13333333,8/9/21,11.8,Control ,175,,,,,,,,,,,,,,,,,,,26,26,25,25,26,25,26,25,26,26,27,28,27,,,,
August_Mixed_Cohort HFD+CTRL,2,,210809_2,Cage-1,1343448,F,E3HN,LR ,8/24/20,1.475,540,18,8/9/21,11.67,Control ,178,,,,,,,,,,,,,,,,,,,22,22,22,23,22,22,22,22,23,22,23,23,22,,,,
August_Mixed_Cohort HFD+CTRL,3,,210809_3,Cage-1,1343448,F,E3HN,RR,8/24/20,1.475,540,18,8/9/21,11.67,Control ,182,,,,,,,,,,,,,,,,,,,23,23,24,24,23,23,23,23,24,24,24,24,23,,,,
August_Mixed_Cohort HFD+CTRL,4,,210809_4,Cage-1,1343448,F,E3HN,LRR,9/3/20,1.45,530,17.66666667,8/9/21,11.33,Control ,226,,,,,,,,,,,,,,,,,,,33,31,31,31,31,32,32,32,32,34,35,32,34,,,,
August_Mixed_Cohort HFD+CTRL,5,,210809_5,Cage-2,1343451,M,E2HN,L,8/16/20,1.497222222,548,18.26666667,8/9/21,11.93,HFD,189,,,,,,27,28,28,29,29,30,30,30,30,31,,,,41,40,39,41,39,40,38,39,39,39,39,39,40,,,,
August_Mixed_Cohort HFD+CTRL,6,,210809_6,Cage-2,1343451,M,E2HN,R,8/16/20,1.497222222,548,18.26666667,8/9/21,11.93,HFD,225,,,,,,30,31,33,34,35,35,36,37,39,40,,,,45,45,45,46,46,49,51,53,54,51,48,46,47,,,,
August_Mixed_Cohort HFD+CTRL,7,,210809_7,Cage-2,1343451,M,E2HN,LR,8/16/20,1.497222222,548,18.26666667,8/9/21,11.93,HFD,201,,,,,,26,27,27,28,28,29,29,30,31,31,,,,31,31,31,31,30,29,30,30,30,31,30,30,31,,,,
August_Mixed_Cohort HFD+CTRL,8,,210809_8,Cage-2,1343451,M,E2HN,LL,8/16/20,1.497222222,548,18.26666667,8/9/21,11.93,HFD,177,,,,,,30,31,33,34,35,36,37,39,41,43,,,,46,46,44,44,43,47,48,50,50,50,49,51,51,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,1,,210906_1,Cage_1,1362663,F,E2HN,L,9/7/20,1.438888889,526,17.53333333,9/6/21,12.13,Control ,178,,,,,,,,,,,,,,25,24,23,24,24,24,24,24,24,23,24,24,24,23,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,2,,210906_2,Cage_1,1362663,F,E2HN,LR,9/7/20,1.438888889,526,17.53333333,9/6/21,12.13,Control ,209,,,,,,,,,,,,,,24,28,21,22,23,23,22,23,22,22,22,22,22,22,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,3,,210906_3,Cage_1,1362663,F,E2HN,LL,9/7/20,1.438888889,526,17.53333333,9/6/21,12.13,Control ,194,,,,,,,,,,,,,,30,29,29,29,29,28,28,28,28,28,30,29,28,24,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,4,,210906_4,Cage_1,1362663,F,E2HN,RR,9/7/20,1.438888889,526,17.53333333,9/6/21,12.13,Control ,179,,,,,,,,,,,,,,29,26,28,28,29,29,28,28,28,27,28,28,28,27,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,5,,210906_5,Cage_1,1362663,F,E2HN,LRR,9/7/20,1.438888889,526,17.53333333,9/6/21,12.13,Control ,158,,,,,,,,,,,,,,26,24,25,25,26,26,25,25,25,26,26,27,26,27,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,6,,210906_6,Cage_2,1299778,M,E2HN,L,9/28/20,1.380555556,505,16.83333333,9/6/21,11.43,Control ,193,,,,,,,,,,,,,,36,35,35,35,35,35,35,35,34,36,36,36,36,36,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,7,,210906_7,Cage_2,1324364,F,E2HN,L,9/21/20,1.4,512,17.06666667,9/6/21,11.67,Control ,201,,,,,,,,,,,,,,26,26,26,26,26,26,26,26,26,27,25,26,26,26,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,8,,210906_8,Cage_2,1324364,F,E2HN, R ,9/21/20,1.4,512,17.06666667,9/6/21,11.67,Control ,189,,,,,,,,,,,,,,28,28,28,29,28,28,27,28,27,27,28,28,28,28,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,9,,210906_9,Cage_3,1343446,F,E44,L,9/8/20,1.436111111,525,17.5,9/6/21,12.1,HFD,168,,,,,,32,33,35,35,36,37,,,38,34,37,36,37,37,36,34,35,36,38,38,40,41,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,10,,210906_10,Cage_3,1343446,F,E44,R,9/8/20,1.436111111,525,17.5,9/6/21,12.1,HFD,198,,,,,,32,34,34,34,35,38,,,39,39,42,42,42,42,43,42,43,44,46,46,48,48,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,11,,210906_11,Cage_3,1343446,F,E44,LR,9/8/20,1.436111111,525,17.5,9/6/21,12.1,HFD,206,,,,,,27,27,28,28,29,30,,,33,30,31,30,31,31,32,31,31,30,30,31,31,31,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,12,,210906_12,Cage_3,1343446,F,E44,LL,9/8/20,1.436111111,525,17.5,9/6/21,12.1,HFD,173,,,,,,29,29,30,31,31,31,,,35,33,34,35,37,37,35,34,36,36,38,37,38,39,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,13,,210906_13,Cage_3,1343446,F,E44,RR,9/8/20,1.436111111,525,17.5,9/6/21,12.1,HFD,181,,,,,,31,31,32,32,31,32,,,34,33,34,33,33,36,36,34,35,36,36,35,37,35,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,14,,210906_14,Cage_6,1362660,F,E44,L,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,217,,,,,,32,32,34,35,35,36,,,27,27,26,26,28,28,28,28,28,29,30,30,31,31,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,15,,210906_15,Cage_6,1362660,F,E44,R,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,195,,,,,,29,32,34,36,38,40,,,39,35,36,35,36,36,37,36,37,38,38,38,38,39,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,16,,210906_16,Cage_6,1362660,F,E44,LR,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,168,,,,,,28,29,30,31,33,33,,,33,33,34,34,33,34,35,35,35,36,37,37,37,37,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,17,,210906_17,Cage_6,1362660,F,E44,LL,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,184,,,,,,33,34,34,35,35,35,,,26,27,25,26,26,25,27,26,26,26,26,26,25,26,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,18,,210906_18,Cage_6,1362660,F,E44,RR,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,,,,,,,,,,,,,,,31,32,34,35,36,35,36,36,37,38,39,39,40,40,,,,,,,,
September_Mixed_Cohort_HFD_CTRL,19,,210906_19,Cage_7,1362661,F,E44,L,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,155,,,,,,28,33,36,33,35,35,,,40,39,41,42,41,42,42,41,42,43,44,46,48,48,49,50,,50,51,51,49,50
September_Mixed_Cohort_HFD_CTRL,20,,210906_20,Cage_7,1362661,F,E44,R,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,179,,,,,,31,34,35,37,39,42,,,41,40,43,43,44,46,45,45,47,48,49,51,51,52,52,51,,52,53,52,52,54
September_Mixed_Cohort_HFD_CTRL,21,,210906_21,Cage_7,1362661,F,E44,LR,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,193,,,,,,30,32,33,35,38,38,,,37,37,38,39,38,39,38,38,40,40,42,42,43,43,45,45,,45,47,47,46,48
September_Mixed_Cohort_HFD_CTRL,22,,210906_22,Cage_7,1362661,F,E44,LL,10/3/20,1.366666667,500,16.66666667,9/6/21,11.27,HFD,233,,,,,,33,34,35,35,36,37,,,40,40,42,42,44,45,45,44,46,46,47,49,52,53,54,56,,56,58,57,56,56
September_Mixed_Cohort_HFD_CTRL,23,,210906_23,Cage_8,1362658,F,E44,L,9/30/20,1.375,503,16.76666667,9/6/21,11.37,Control ,,,,,,,,,,,,,,,,26,24,24,25,25,25,25,25,26,26,25,25,25,25,25,,26,26,25,26,27
September_Mixed_Cohort_HFD_CTRL,24,,210906_24,Cage_8,1362658,F,E44,R,9/30/20,1.375,503,16.76666667,9/6/21,11.37,Control ,,,,,,,,,,,,,,,,23,25,24,24,24,24,24,24,24,24,24,24,24,24,24,,25,24,24,25,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,1,,211004_1,Cage-1,1362674,M,E33,L,10/3/20,1.366666667,500,16.66666667,10/4/21,12.2,Control ,170,,,,,,31,30,,,35,38,37,38,38,39,38,37,37,38,37,36,37,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,2,,211004_2,Cage-1,1362674,M,E33,R,10/3/20,1.366666667,500,16.66666667,10/4/21,12.2,Control ,210,,,,,,26,27,,,39,38,37,37,37,39,38,37,37,37,36,35,36,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,3,,211004_3,Cage-1,1362674,M,E33,LR,10/15/20,1.333333333,488,16.26666667,10/4/21,11.8,Control ,204,,,,,,25,28,,,37,36,35,36,37,38,37,36,36,35,35,35,36,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,4,,211004_4,Cage-1,1362674,M,E33,LL,10/15/20,1.333333333,488,16.26666667,10/4/21,11.8,Control ,211,,,,,,31,29,,,38,40,40,,,,,,,,,,,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,5,,211004_5,Cage-2,1362665,F,E33,R,10/3/20,1.366666667,500,16.66666667,10/4/21,12.2,HFD,174,,,,,,28,28,,,45,42,44,45,46,47,49,48,50,51,49,50,51,52,55,54,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,6,,211004_6,Cage-2,1362665,F,E33,LR,10/3/20,1.366666667,500,16.66666667,10/4/21,12.2,HFD,168,,,,,,27,29,,,42,38,41,,,,,,,,,,,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,7,,211004_7,Cage-2,1362665,F,E33,LL,10/15/20,1.333333333,488,16.26666667,10/4/21,11.8,HFD,178,,,,,,33,33,,,53,48,50,,,,,,,,,,,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,8,,211004_8,Cage-2,1362665,F,E33,RR,10/15/20,1.333333333,488,16.26666667,10/4/21,11.8,HFD,177,,,,,,28,28,,,48,43,46,,,,,,,,,,,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,9,,211004_9,Cage-2,1362665,F,E33,LLR,10/15/20,1.333333333,488,16.26666667,10/4/21,11.8,HFD,165,,,,,,27,28,,,41,37,40,40,41,43,46,44,47,46,44,46,47,47,49,47,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,10,,211004_10,Cage-3,1362666,F,E4HN,L,10/5/20,1.361111111,498,16.6,10/4/21,12.13,Control ,201,,,,,, , ,,,23,25,25,22,23,24,24,25,25,26,25,25,26,25,25,26,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,11,,211004_11,Cage-3,1362666,F,E4HN,R,10/5/20,1.361111111,498,16.6,10/4/21,12.13,Control ,194,,,,,,,,,,23,26,27,27,27,27,27,27,28,28,27,28,28,27,27,27,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,12,,211004_12,Cage-3,1362666,F,E4HN,LR,10/5/20,1.361111111,498,16.6,10/4/21,12.13,Control ,177,,,,,,,,,,17,20,20,20,21,21,21,21,20,21,21,21,21,21,20,21,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,13,,211004_13,Cage-3,1362666,F,E4HN,LL,10/5/20,1.361111111,498,16.6,10/4/21,12.13,Control ,171,,,,,,,,,,21,23,24,24,24,24,23,23,24,25,24,24,24,24,24,24,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,14,,211004_14,Cage-4,1362673,M,E4HN,L,10/5/20,1.361111111,498,16.6,10/4/21,12.13,HFD,169,,,,,,,,,,44,41,42,44,42,45,47,48,49,50,48,46,47,48,48,49,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,15,,211004_15,Cage-4,1362673,M,E4HN,R,10/5/20,1.361111111,498,16.6,10/4/21,12.13,HFD,185,,,,,,27,28,,,47,40,40,41,42,42,45,44,45,46,46,45,45,45,46,47,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,16,,211004_16,Cage-4,1362673,M,E4HN,LL,10/5/20,1.361111111,498,16.6,10/4/21,12.13,HFD,183,,,,,,32,30,,,47,44,44,47,47,48,48,47,47,46,44,45,47,48,49,50,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,17,,211004_17,Cage-4,1362673,M,E4HN,RR,10/5/20,1.361111111,498,16.6,10/4/21,12.13,HFD,199,,,,,,24,26,,,50,45,46,49,49,49,50,49,50,49,48,48,49,49,50,50,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,18,,211004_18,Cage-4,1362673,M,E4HN,LRR,10/5/20,1.361111111,498,16.6,10/4/21,12.13,HFD,194,,,,,,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,19,,211004_19,Cage-6,1343442,M,E44,LL,4/6/20,1.858333333,680,22.66666667,10/4/21,18.2,18 Month Control,176,,,,,,,,,,,,,,32,32,31,32,32,32,31,31,32,31,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,20,,211004_20,Cage-6,1343442,F,E44,,4/6/20,1.858333333,680,22.66666667,10/4/21,18.2,18 Month Control,159,,,,,,,,,,,,,,31,31,30,31,29,31,30,28,29,29,,,,,,,,,,,,
October_Mixed_Cohort_HFD_CTRL,21,,211004_21,Cage-6,1416092,M,E4HN,RR,4/21/20,1.816666667,665,22.16666667,10/4/21,17.7,18 Month Control,153,,,,,,,,,,,,,,,28,28,29,28,29,29,28,28,28,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November_Mixed_Cohort,1,,211122_1,Cage-1,1362669,F,E2HN,L,11/15/20,1.25,457,15.23333333,11/22/21,12.4,HFD,164,,,,,,24,29,28,29,27,28,28,27,29,30,32,32,33,36,,37,37,38,39,40,,,,,,,,,,
November_Mixed_Cohort,2,,211122_2,Cage-1,1362669,F,E2HN,LR,11/15/20,1.25,457,15.23333333,11/22/21,12.4,HFD,146,,,,,,27,30,33,33,33,33,32,33,35,34,35,34,36,37,,38,39,40,40,42,,,,,,,,,,
November_Mixed_Cohort,3,,211122_3,Cage-1,1362669,F,E2HN,R,11/15/20,1.25,457,15.23333333,11/22/21,12.4,HFD,163,,,,,,25,28,30,29,31,32,34,34,34,35,36,34,37,39,,38,40,40,40,42,,,,,,,,,,
November_Mixed_Cohort,4,,211122_4,Cage-1,1362669,F,E2HN,LL,11/19/20,1.238888889,453,15.1,11/23/21,12.3,HFD,190,,,,,,26,27,29,28,30,30,32,32,33,33,32,32,34,35,,37,37,38,38,40,,,,,,,,,,
November_Mixed_Cohort,5,,211122_5,Cage-2,1362675,F,E2HN,L,11/7/20,1.272222222,465,15.5,11/22/21,12.67,HFD,166,,,,,,26,30,27,27,29,29,31,31,34,33,34,33,34,33,,33,32,33,34,35,,,,,,,,,,
November_Mixed_Cohort,6,,211122_6,Cage-2,1362675,F,E2HN,R,11/7/20,1.272222222,465,15.5,11/22/21,12.67,HFD,172,,,,,,26,31,34,36,37,36,38,38,40,39,40,40,41,41,,41,41,40,43,44,,,,,,,,,,
November_Mixed_Cohort,7,,211122_7,Cage-2,1362675,F,E2HN,LL,11/11/20,1.261111111,461,15.36666667,11/22/21,12.53,HFD,170,,,,,,27,32,32,35,38,35,38,39,41,44,42,43,45,45,,45,46,48,49,50,,,,,,,,,,
November_Mixed_Cohort,8,,211122_8,Cage-2,1362675,F,E2HN,LR,11/11/20,1.261111111,461,15.36666667,11/22/21,12.53,HFD,183,,,,,,25,28,29,30,31,30,32,32,35,35,37,36,38,36,,37,36,36,38,38,,,,,,,,,,
November_Mixed_Cohort,9,,211122_9,Cage-3,1362664,M,E2HN,L,11/7/20,1.272222222,465,15.5,11/22/21,12.67,Control ,126,,,,,,29,30,30,30,29,30,30,30,30,30,29,30,30,30,,29,29,29,29,30,,,,,,,,,,
November_Mixed_Cohort,10,,211122_10,Cage-3,1362664,M,E2HN,R,11/7/20,1.272222222,465,15.5,11/22/21,12.67,Control ,156,,,,,,33,33,34,34,32,33,33,33,32,33,32,34,33,33,,33,33,33,33,33,,,,,,,,,,
November_Mixed_Cohort,11,,211122_11,Cage-3,1362664,M,E2HN,LR,11/7/20,1.272222222,465,15.5,11/22/21,12.67,Control ,183,,,,,,32,32,32,33,31,32,31,32,31,32,32,33,32,33,,33,32,32,31,32,,,,,,,,,,
November_Mixed_Cohort,12,,211122_12,Cage-3,1362664,M,E2HN,LL,11/7/20,1.272222222,465,15.5,11/22/21,12.67,Control ,199,,,,,,31,31,32,32,30,31,30,31,31,31,31,32,31,31,,32,31,30,31,32,,,,,,,,,,
