Cohort Name,Index,CIVM_ID,Animal_ID,Cage_Assignment,Cage Number,Sex,Genotype,Marking,DOB,Age(Years),Age (days),Age Months,Handling Date,Age_at_Handling,Group_Assignment,Glucose_week0,Glucose_week6,Glucose_week12,Glucose_week20,Glucose_Week_28,Glucose_Week30,Weight_week0,Weight_week1,Weight_week2,Weight_week3,Weight_week4,Weight_week5,Weight_week6,Weight_week7,Weight_week8,Weight_week9,Weight_week10,Weight_week11,Weight_week12,Weight_week13,Weight_week14,Weight_week15,Weight_week16,Weight_week17,Weight_week18,Weight_week19,Weight_week20,Weight_week21,Weight_week22,Weight_week23,Weight_week24,Weight_week25,Weight_week26,Weight_week27,Weight_week28,Weight_week29
November_Mixed_Cohort,13,,211122_13,Cage-4,1378926,M,E2HN,L,11/17/20,1.24,455,15.16666667,11/22/21,,Control ,126,,,,,,,,,,,,,,,,33,34,33,34,,34,32,33,32,33,,,,,,,,,,
November_Mixed_Cohort,14,,211122_14,Cage-4,1378926,M,E2HN,R,11/17/20,1.24,455,15.16666667,11/22/21,,Control ,144,,,,,,,,,,,,,,,,31,32,32,31,,32,30,31,30,32,,,,,,,,,,
November_Mixed_Cohort,15,,211122_15,Cage-4,1378926,M,E2HN,LR,11/19/20,1.24,453,15.1,11/22/21,,Control ,174,,,,,,,,,,,,,,,,31,32,32,32,,32,31,31,31,32,,,,,,,,,,
November_Mixed_Cohort,16,,211122_16,Cage-4,1378926,M,E2HN,LL,11/19/20,1.24,453,15.1,11/22/21,,Control ,151,,,,,,,,,,,,,,,,32,34,32,33,,34,33,33,33,34,,,,,,,,,,
November_Mixed_Cohort,17,,211122_17,Cage-5,1378921,F,E3HN,L,11/23/20,1.227777778,449,14.96666667,11/22/21,12.13,Control ,184,,,,,,24,25,26,25,24,24,24,24,24,24,25,25,24,,,,,,,,,,,,,,,,,
November_Mixed_Cohort,18,,211122_18,Cage-5,1378921,F,E3HN,LR,11/23/20,1.227777778,449,14.96666667,11/22/21,12.13,Control ,182,,,,,,25,26,26,26,25,25,26,25,26,26,27,27,27,,,,,,,,,,,,,,,,,
November_Mixed_Cohort,19,,211122_19,Cage-5,1378921,F,E3HN,LL,11/23/20,1.227777778,449,14.96666667,11/22/21,12.13,Control ,222,,,,,,24,26,27,26,25,25,25,25,26,26,26,26,26,,,,,,,,,,,,,,,,,
November_Mixed_Cohort,20,,211122_20,Cage-5,1378921,F,E3HN,RR,11/23/20,1.227777778,449,14.96666667,11/22/21,12.13,Control ,198,,,,,,28,28,27,29,26,28,26,27,29,28,28,29,27,,,,,,,,,,,,,,,,,
November_Mixed_Cohort,21,,211122_21,Cage-5,1378921,F,E3HN,R,11/23/20,1.227777778,449,14.96666667,11/22/21,12.13,Control ,187,,,,,,26,28,26,27,26,27,27,27,26,27,27,27,27,,,,,,,,,,,,,,,,,
November_Mixed_Cohort,22,,211122_22,Cage-6,1336230,M,E22,,5/12/20,1.758333333,644,21.46666667,11/22/21,18.63,18 Month Control,143,,,,,,,,29,31,30,30,30,30,30,29,30,30,30,,,,,,,,,,,,,,,,,
November_Mixed_Cohort,23,,211122_23,Cage-7,1299769,M,E2HN,LRR,5/11/20,1.761111111,645,21.5,11/22/21,18.67,18 Month Control,154,,,,,,,,32,34,33,33,32,32,32,32,32,33,33,34,,33,32,33,32,33,,,,,,,,,,
November_Mixed_Cohort,24,,211122_24,Cage-7,1299769,M,E2HN,L,6/16/20,1.663888889,609,20.3,11/22/21,17.47,18 Month Control,151,,,,,,,,32,33,32,32,31,32,31,32,32,32,32,32,,33,32,33,32,33,,,,,,,,,,
November_Mixed_Cohort,25,,211122_25,Cage-7,1299769,M,E2HN,LR,6/16/20,1.663888889,609,20.3,11/22/21,17.47,18 Month Control,154,,,,,,,,33,33,33,33,32,33,33,32,33,33,33,33,,34,33,34,33,33,,,,,,,,,,
November_Mixed_Cohort,26,,211122_26,CAge-8,1343434,F,E2HN,R,6/16/20,1.663888889,609,20.3,11/22/21,17.47,18 Month Control,152,,,,,,,,30,30,30,31,31,31,31,32,32,32,32,33,,33,32,33,34,35,,,,,,,,,,
November_Mixed_Cohort,27,,211122_27,CAge-8,1343434,F,E2HN,LR,6/16/20,1.663888889,609,20.3,11/22/21,17.47,18 Month Control,176,,,,,,,,28,28,28,29,28,28,28,29,29,28,28,29,,28,28,28,29,29,,,,,,,,,,
November_Mixed_Cohort,28,,211122_28,CAge-8,1343434,F,E2HN,LL,3/10/20,1.930555556,707,23.56666667,11/22/21,20.73,18 Month Control,139,,,,,,,,29,28,27,28,28,28,28,28,27,27,26,26,,28,27,27,26,27,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,1,,220110_1,Cage-1,1385324,M,E2HN,L,1/6/21,1.11,405,13.5,1/10/22,12.3,HFD,152,,,,,,32,34,36,37,38,39,40,,41,44,44,46,48,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,2,,220110_2,Cage-1,1385324,M,E2HN,R,1/6/21,1.11,405,13.5,1/10/22,12.3,HFD,159,,,,,,31,33,35,37,37,39,41,,41,43,43,45,45,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,3,,220110_3,Cage-1,1385324,M,E2HN,LR,1/6/21,1.11,405,13.5,1/10/22,12.3,HFD,177,,,,,,30,32,32,33,34,34,35,,35,37,37,38,39,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,4,,220110_4,Cage-1,1385324,M,E2HN,LL,1/6/21,1.11,405,13.5,1/10/22,12.3,HFD,186,,,,,,31,34,37,40,40,42,44,,46,49,48,49,50,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,5,,220110_5,Cage-2,1385326,M,E2HN,L,1/6/21,1.11,405,13.5,1/10/22,12.3,Control ,194,,,,,,29,29,29,29,29,29,30,,30,29,29,28,30,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,6,,220110_6,Cage-2,1385326,M,E2HN,R,1/6/21,1.11,405,13.5,1/10/22,12.3,Control ,163,,,,,,32,31,30,31,32,31,32,,32,31,31,31,32,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,7,,220110_7,Cage-2,1385326,M,E2HN,LR,1/26/21,1.05,385,12.83333333,1/10/22,11.63333333,Control ,179,,,,,,34,33,33,33,33,33,34,,34,34,34,34,35,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,8,,220110_8,Cage-3,1385325,F,E2HN,L,1/4/21,1.11,407,13.56666667,1/10/22,12.36666667,Control ,189,,,,,,26,27,27,27,28,28,28,,27,28,27,27,28,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,9,,220110_9,Cage-3,1385325,F,E2HN,R,1/4/21,1.11,407,13.56666667,1/10/22,12.36666667,Control ,170,,,,,,26,26,26,25,26,26,26,,26,25,26,26,27,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,10,,220110_10,Cage-3,1385325,F,E2HN,LR,1/4/21,1.11,407,13.56666667,1/10/22,12.36666667,Control ,145,,,,,,25,26,26,26,26,27,26,,26,26,26,25,26,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,11,,220110_11,Cage-4,1385309,M,E44,L,1/7/21,1.11,404,13.46666667,1/10/22,12.26666667,HFD,184,,,,,,32,35,37,39,41,42,43,,46,47,47,49,51,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,12,,220110_12,Cage-4,1385309,M,E44,R,1/7/21,1.11,404,13.46666667,1/10/22,12.26666667,HFD,216,,,,,,32,38,41,43,45,46,47,,48,48,48,49,50,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,13,,220110_13,Cage-5,1378925,M,E4HN,L,11/30/20,1.21,442,14.73333333,1/10/22,13.53333333,Control ,160,,,,,,,,,,,,34,,34,33,33,33,34,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,14,,220110_14,Cage-5,1378925,M,E4HN,R,11/30/20,1.21,442,14.73333333,1/10/22,13.53333333,Control ,159,,,,,,,,,,,,35,,35,35,35,36,36,,,,,,,,,,,,,,,,,
Jan_2022_Mixed,15,,220110_15,Cage-5,1378925,M,E4HN,LR,11/30/20,1.21,442,14.73333333,1/10/22,13.53333333,Control ,165,,,,,,,,,,,,33,,33,32,33,32,34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,1,,220207_1,Cage-1,1343436,M,E3HN,L,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,142,,,,,,32,35,36,,40,42,41,43,44,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,2,,220207_2,Cage-1,1343436,M,E3HN,R,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,160,,,,,,30,34,34,,37,39,40,42,43,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,3,,220207_3,Cage-1,1343436,M,E3HN,LL,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,158,,,,,,31,35,36,,36,37,40,42,40,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,4,,220207_4,Cage-1,1343436,M,E3HN,RR,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,160,,,,,,31,35,36,,38,40,42,43,43,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,5,,220207_5,Cage-2,1343439,M,E3HN,L,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,122,,,,,,33,33,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,6,,220207_6,Cage-2,1343439,M,E3HN,R,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,127,,,,,,32,32,32,,32,,,,,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,7,,220207_7,Cage-2,1343439,M,E3HN,LR,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,117,,,,,,32,33,33,,32,,,,,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,8,,220207_8,Cage-2,1343439,M,E3HN,LL,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,157,,,,,,32,32,32,,33,,,,,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,9,,220207_9,Cage-3,1343438,F,E3HN,L,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,147,,,,,,24,25,25,,25,25,25,24,25,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,10,,220207_10,Cage-3,1343438,F,E3HN,R,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,160,,,,,,26,27,27,,27,26,26,25,27,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,11,,220207_11,Cage-3,1343438,F,E3HN,LR,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,182,,,,,,30,29,30,,30,30,32,32,33,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,12,,220207_12,Cage-3,1343438,F,E3HN,LL,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,183,,,,,,27,29,28,,29,29,29,29,31,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,13,,220207_13,Cage-3,1343438,F,E3HN,RR,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 Month Control,173,,,,,,28,28,28,,28,29,28,28,29,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,14,,220207_14,Cage-4,1343440,F,E3HN,L,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,173,,,,,,28,31,33,,38,41,41,45,46,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,15,,220207_15,Cage-4,1343440,F,E3HN,R,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,170,,,,,,29,31,35,,40,41,45,47,45,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,16,,220207_16,Cage-4,1343440,F,E3HN,LR,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,163,,,,,,26,30,34,,39,40,43,44,45,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,17,,220207_17,Cage-4,1343440,F,E3HN,LL,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,191,,,,,,25,28,30,,34,35,38,39,40,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,18,,220207_18,Cage-4,1343440,F,E3HN,LRR,8/10/20,1.51,554,18.46666667,2/7/22,18.2,18 month HFD,180,,,,,,27,28,30,,34,35,38,38,39,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,19,,220207_19,Cage-5,1343437,M,E3HN,L,8/14/20,1.5,550,18.33333333,2/7/22,18.06666667,18 Month Control,169,,,,,,34,35,35,,34,34,35,35,35,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,20,,220207_20,Cage-5,1343437,M,E3HN,R,8/14/20,1.5,550,18.33333333,2/7/22,18.06666667,18 Month Control,193,,,,,,40,41,41,,40,40,41,41,42,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,21,,220207_21,Cage-5,1343437,M,E3HN,LR,8/14/20,1.5,550,18.33333333,2/7/22,18.06666667,18 Month Control,171,,,,,,37,37,37,,38,37,38,38,39,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,22,,220207_22,Cage-5,1343437,M,E3HN,LL,9/7/20,1.44,526,17.53333333,2/7/22,17.26666667,18 Month Control,167,,,,,,37,37,38,,36,36,37,37,38,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,23,,220207_23,Cage-5,1343437,M,E3HN,LRR,9/7/20,1.44,526,17.53333333,2/7/22,17.26666667,18 Month Control,153,,,,,,31,31,32,,32,31,32,31,32,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,24,,220207_24,Cage-6,1343443,M,E3HN,L,8/20/20,1.49,544,18.13333333,2/7/22,17.86666667,18 month HFD,168,,,,,,28,29,29,,29,30,30,30,31,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,25,,220207_25,Cage-6,1343443,M,E3HN,R,8/20/20,1.49,544,18.13333333,2/7/22,17.86666667,18 month HFD,160,,,,,,28,30,29,,30,31,30,31,31,,,,,,,,,,,,,,,,,,,,,
Feb_2022_18MnthCtrl+HFD,26,,220207_26,Cage-6,1343443,M,E3HN,LR,8/24/20,1.48,540,18,2/7/22,17.73333333,18 month HFD,159,,,,,,28,33,36,,40,41,41,42,43,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,1,,220307_1,Cage-1,1343441,F,E3HN, LLR,8/24/20,1.48,540,18,3/7/22,18.66666667,18 Month Control,201,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,2,,220307_2,Cage-1,1343441,F,E3HN,L,8/24/20,1.48,540,18,3/7/22,18.66666667,18 Month Control,175,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,3,,220307_3,Cage-1,1343441,F,E3HN,LR,8/24/20,1.48,540,18,3/7/22,18.66666667,18 Month Control,220,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,4,,220307_4,Cage-1,1343441,F,E3HN,LL,8/24/20,1.48,540,18,3/7/22,18.66666667,18 Month Control,183,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,5,,220307_5,Cage-1,1343441,F,E3HN,R,8/24/20,1.48,540,18,3/7/22,18.66666667,18 Month Control,168,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,6,,220307_6,Cage-2,1362670,M,E2HN,L,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,7,,220307_7,Cage-2,1362670,M,E2HN,R,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,8,,220307_8,Cage-2,1362670,M,E2HN,LR,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,9,,220307_9,Cage-3,1272257,F,E2HN,L,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,218,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,10,,220307_10,Cage-3,1272257,F,E2HN,R,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,164,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,11,,220307_11,Cage-3,1272257,F,E2HN,LR,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,163,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,12,,220307_12,Cage-3,1272257,F,E2HN,LL,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,119,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March_2022_18moCTRL,13,,220307_13,Cage-3,1272257,F,E2HN,RR,10/12/20,1.34,491,16.36666667,3/7/22,17.03333333,18 Month Control,174,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,1,,220404_1,Cage-1,1416081,F,E22,L,4/5/21,0.86,316,10.53333333,4/4/22,12.13333333,HFD,194,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,2,,220404_2,Cage-1,1416081,F,E22,R,4/5/21,0.86,316,10.53333333,4/4/22,12.13333333,HFD,170,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,3,,220404_3,Cage-1,1416081,F,E22,LR,4/5/21,0.86,316,10.53333333,4/4/22,12.13333333,HFD,178,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,4,,220404_4,Cage-1,1416081,F,E22,LL,4/5/21,0.86,316,10.53333333,4/4/22,12.13333333,HFD,232,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,5,,220404_5,Cage-1,1416081,F,E22,RR,6/20/21,0.65,240,8,4/4/22,9.6,HFD,218,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,6,,220404_6,Cage-2,1416079,M,E22,L,4/14/21,0.84,307,10.23333333,4/4/22,11.83333333,HFD,196,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,7,,220404_7,Cage-2,1416079,M,E22,R,4/14/21,0.84,307,10.23333333,4/4/22,11.83333333,HFD,182,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,8,,220404_8,Cage-2,1416079,M,E22,LL,4/14/21,0.84,307,10.23333333,4/4/22,11.83333333,HFD,187,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,9,,220404_9,Cage-3,1416080,F,E22,L,4/14/21,0.84,307,10.23333333,4/4/22,11.83333333,HFD,166,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,10,,220404_10,Cage-3,1416080,F,E22,R,4/14/21,0.84,307,10.23333333,4/4/22,11.83333333,HFD,203,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,11,,220404_11,Cage-3,1416080,F,E22,LR,4/17/21,0.83,304,10.13333333,4/4/22,11.73333333,HFD,187,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,12,,220404_12,Cage-3,1416080,F,E22,LL,4/17/21,0.83,304,10.13333333,4/4/22,11.73333333,HFD,198,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,13,,220404_13,Cage-4,1416082,M,E22,LRR,4/5/21,0.86,316,10.53333333,4/4/22,12.13333333,HFD,205,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,14,,220404_14,Cage-4,1416082,M,E22,R,4/5/21,0.86,316,10.53333333,4/4/22,12.13333333,HFD,184,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,15,,220404_15,Cage-4,1416082,M,E22,LR,4/17/21,0.83,304,10.13333333,4/4/22,11.73333333,HFD,199,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,16,,220404_16,Cage-4,1416082,M,E22,LL,4/17/21,0.83,304,10.13333333,4/4/22,11.73333333,HFD,167,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April_2022_12moHFD,17,,220404_17,Cage-4,1416082,M,E22,L,4/17/21,0.83,304,10.13333333,4/4/22,11.73333333,HFD,138,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,